Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Previous Purchases,Payment Method,Frequency of Purchases,Frequency Score,Amount Normalized,Purchases Normalized,Value Score,Value Tier,Purchases Freq Normalized,Loyalty Score A,Loyalty Score B,Promo Dependency Score,Satisfaction Flag,Loyalty Tier
102,27,Male,Coat,Outerwear,85,North Dakota,XL,White,Spring,4.6,Yes,Express,Yes,50,Credit Card,Fortnightly,4,0.8125,1.0,0.90625,High Value,0.75,0.875,0.7000000000000001,2,Satisfied,High Loyalty
103,51,Male,Socks,Clothing,67,Oklahoma,L,Violet,Winter,4.8,Yes,Next Day Air,Yes,35,Credit Card,Quarterly,2,0.5875,0.6938775510204082,0.6406887755102041,Mid Value,0.25,0.4719387755102041,0.3775510204081633,2,Satisfied,Mid Loyalty
104,54,Male,Boots,Footwear,89,West Virginia,L,Red,Winter,4.0,Yes,Next Day Air,Yes,22,Venmo,Fortnightly,4,0.8625,0.42857142857142855,0.6455357142857143,Mid Value,0.75,0.5892857142857143,0.4714285714285715,2,Satisfied,Mid Loyalty
105,55,Male,Sunglasses,Accessories,24,New Hampshire,L,Pink,Spring,4.4,Yes,2-Day Shipping,Yes,1,PayPal,Monthly,3,0.05,0.0,0.025,Low Value,0.5,0.25,0.2,2,Satisfied,Low Loyalty
106,69,Male,Backpack,Accessories,96,New York,M,Charcoal,Fall,3.6,Yes,Next Day Air,Yes,4,Bank Transfer,Annually,1,0.95,0.061224489795918366,0.5056122448979592,Mid Value,0.0,0.030612244897959183,0.02448979591836735,2,Unsatisfied,Low Loyalty
107,64,Male,Jacket,Outerwear,35,Minnesota,L,White,Summer,3.7,Yes,Standard,Yes,31,Credit Card,Monthly,3,0.1875,0.6122448979591837,0.39987244897959184,Mid Value,0.5,0.5561224489795918,0.4448979591836735,2,Unsatisfied,Mid Loyalty
108,28,Male,Sneakers,Footwear,67,Maryland,L,Olive,Winter,3.1,Yes,Next Day Air,Yes,46,PayPal,Fortnightly,4,0.5875,0.9183673469387755,0.7529336734693878,High Value,0.75,0.8341836734693877,0.6673469387755102,2,Unsatisfied,High Loyalty
109,70,Male,Socks,Clothing,79,Montana,L,Purple,Spring,3.4,Yes,Next Day Air,Yes,32,Bank Transfer,Fortnightly,4,0.7375,0.6326530612244898,0.6850765306122449,High Value,0.75,0.6913265306122449,0.553061224489796,2,Unsatisfied,Mid Loyalty
110,58,Male,T-shirt,Clothing,85,Alabama,M,Violet,Spring,2.6,Yes,Next Day Air,Yes,43,Bank Transfer,Fortnightly,4,0.8125,0.8571428571428571,0.8348214285714286,High Value,0.75,0.8035714285714286,0.6428571428571429,2,Unsatisfied,Mid Loyalty
111,56,Male,Backpack,Accessories,26,New York,M,Black,Summer,4.0,Yes,Standard,Yes,26,Venmo,Fortnightly,4,0.075,0.5102040816326531,0.2926020408163265,Low Value,0.75,0.6301020408163265,0.5040816326530612,2,Satisfied,Mid Loyalty
112,26,Male,Belt,Accessories,75,Massachusetts,L,Purple,Summer,5.0,Yes,Free Shipping,Yes,9,Credit Card,Annually,1,0.6875,0.16326530612244897,0.42538265306122447,Mid Value,0.0,0.08163265306122448,0.06530612244897958,2,Satisfied,Low Loyalty
113,37,Male,Gloves,Accessories,65,Florida,M,Red,Spring,4.3,Yes,Free Shipping,Yes,28,PayPal,Fortnightly,4,0.5625,0.5510204081632653,0.5567602040816326,Mid Value,0.75,0.6505102040816326,0.5204081632653061,2,Satisfied,Mid Loyalty
114,44,Male,Hat,Accessories,54,New Jersey,L,Maroon,Winter,3.1,Yes,Next Day Air,Yes,20,PayPal,Quarterly,2,0.425,0.3877551020408163,0.4063775510204082,Mid Value,0.25,0.31887755102040816,0.25510204081632654,2,Unsatisfied,Low Loyalty
115,70,Male,Coat,Outerwear,95,Massachusetts,S,Blue,Summer,3.7,Yes,Store Pickup,Yes,9,Cash,Weekly,5,0.9375,0.16326530612244897,0.5503826530612245,Mid Value,1.0,0.5816326530612245,0.4653061224489796,2,Unsatisfied,Mid Loyalty
116,53,Male,Skirt,Clothing,94,Wyoming,M,Gray,Spring,3.8,Yes,Standard,Yes,48,Debit Card,Quarterly,2,0.925,0.9591836734693877,0.9420918367346939,High Value,0.25,0.6045918367346939,0.48367346938775513,2,Unsatisfied,Mid Loyalty
117,55,Male,Shoes,Footwear,86,Virginia,S,Blue,Spring,3.4,Yes,Free Shipping,Yes,12,Venmo,Annually,1,0.825,0.22448979591836735,0.5247448979591837,Mid Value,0.0,0.11224489795918367,0.08979591836734695,2,Unsatisfied,Low Loyalty
118,50,Male,Sandals,Footwear,32,South Dakota,L,Yellow,Summer,4.6,Yes,Express,Yes,29,Cash,Fortnightly,4,0.15,0.5714285714285714,0.3607142857142857,Mid Value,0.75,0.6607142857142857,0.5285714285714286,2,Satisfied,Mid Loyalty
119,50,Male,Sweater,Clothing,45,Kentucky,L,Orange,Fall,4.8,Yes,2-Day Shipping,Yes,27,Cash,Fortnightly,4,0.3125,0.5306122448979592,0.4215561224489796,Mid Value,0.75,0.6403061224489797,0.5122448979591837,2,Satisfied,Mid Loyalty
120,38,Male,Coat,Outerwear,76,Wyoming,M,Orange,Fall,4.3,Yes,Express,Yes,44,Cash,Annually,1,0.7,0.8775510204081632,0.7887755102040817,High Value,0.0,0.4387755102040816,0.3510204081632653,2,Satisfied,Mid Loyalty
121,64,Male,Hat,Accessories,84,West Virginia,L,Red,Summer,4.0,Yes,Express,Yes,32,Bank Transfer,Annually,1,0.8,0.6326530612244898,0.7163265306122449,High Value,0.0,0.3163265306122449,0.25306122448979596,2,Satisfied,Low Loyalty
122,19,Male,Shorts,Clothing,72,Virginia,M,Olive,Winter,4.2,Yes,Standard,Yes,11,Cash,Fortnightly,4,0.65,0.20408163265306123,0.4270408163265306,Mid Value,0.75,0.4770408163265306,0.3816326530612245,2,Satisfied,Mid Loyalty
123,40,Male,Backpack,Accessories,40,Washington,L,Brown,Spring,4.8,Yes,2-Day Shipping,Yes,44,Cash,Fortnightly,4,0.25,0.8775510204081632,0.5637755102040816,Mid Value,0.75,0.8137755102040816,0.6510204081632653,2,Satisfied,Mid Loyalty
124,57,Male,Sweater,Clothing,89,Louisiana,L,Brown,Fall,3.1,Yes,Free Shipping,Yes,46,Cash,Weekly,5,0.8625,0.9183673469387755,0.8904336734693878,High Value,1.0,0.9591836734693877,0.7673469387755102,2,Unsatisfied,High Loyalty
125,44,Male,Sweater,Clothing,86,Nevada,M,Gray,Spring,3.1,Yes,Next Day Air,Yes,50,PayPal,Annually,1,0.825,1.0,0.9125,High Value,0.0,0.5,0.4,2,Unsatisfied,Mid Loyalty
126,49,Male,Shorts,Clothing,54,California,M,Indigo,Winter,3.6,Yes,Next Day Air,Yes,45,Venmo,Quarterly,2,0.425,0.8979591836734694,0.6614795918367347,Mid Value,0.25,0.5739795918367347,0.4591836734693878,2,Unsatisfied,Mid Loyalty
127,43,Male,Shorts,Clothing,36,Mississippi,L,Pink,Spring,3.9,Yes,Store Pickup,Yes,48,Cash,Quarterly,2,0.2,0.9591836734693877,0.5795918367346938,Mid Value,0.25,0.6045918367346939,0.48367346938775513,2,Satisfied,Mid Loyalty
128,24,Male,Sweater,Clothing,89,Mississippi,M,Gray,Winter,4.8,Yes,Next Day Air,Yes,26,Credit Card,Weekly,5,0.8625,0.5102040816326531,0.6863520408163266,High Value,1.0,0.7551020408163265,0.6040816326530613,2,Satisfied,Mid Loyalty
129,20,Male,Scarf,Accessories,32,California,M,Gold,Spring,4.7,Yes,Standard,Yes,21,Credit Card,Fortnightly,4,0.15,0.40816326530612246,0.27908163265306124,Low Value,0.75,0.5790816326530612,0.463265306122449,2,Satisfied,Mid Loyalty
130,24,Male,Dress,Clothing,67,Pennsylvania,XL,Olive,Summer,4.2,Yes,2-Day Shipping,Yes,49,PayPal,Fortnightly,4,0.5875,0.9795918367346939,0.783545918367347,High Value,0.75,0.8647959183673469,0.6918367346938776,2,Satisfied,High Loyalty
131,44,Male,Scarf,Accessories,39,Kentucky,L,Violet,Fall,3.7,Yes,Next Day Air,Yes,13,PayPal,Fortnightly,4,0.2375,0.24489795918367346,0.24119897959183673,Low Value,0.75,0.49744897959183676,0.39795918367346944,2,Unsatisfied,Mid Loyalty
132,28,Male,Skirt,Clothing,29,Maine,L,Indigo,Summer,3.9,Yes,Standard,Yes,46,Credit Card,Weekly,5,0.1125,0.9183673469387755,0.5154336734693877,Mid Value,1.0,0.9591836734693877,0.7673469387755102,2,Satisfied,High Loyalty
133,30,Male,Backpack,Accessories,58,New Mexico,M,Orange,Fall,4.7,Yes,2-Day Shipping,Yes,42,PayPal,Weekly,5,0.475,0.8367346938775511,0.6558673469387755,Mid Value,1.0,0.9183673469387755,0.7346938775510204,2,Satisfied,High Loyalty
134,52,Male,Sweater,Clothing,65,Montana,M,Violet,Winter,2.5,Yes,Next Day Air,Yes,25,Venmo,Annually,1,0.5625,0.4897959183673469,0.5261479591836735,Mid Value,0.0,0.24489795918367346,0.1959183673469388,2,Unsatisfied,Low Loyalty
135,43,Male,Hat,Accessories,94,Texas,L,Gray,Fall,4.9,Yes,Store Pickup,Yes,25,Cash,Monthly,3,0.925,0.4897959183673469,0.7073979591836734,High Value,0.5,0.49489795918367346,0.3959183673469388,2,Satisfied,Mid Loyalty
136,43,Male,Sandals,Footwear,81,Kansas,M,Purple,Fall,4.1,Yes,Express,Yes,12,PayPal,Quarterly,2,0.7625,0.22448979591836735,0.49349489795918366,Mid Value,0.25,0.2372448979591837,0.18979591836734697,2,Satisfied,Low Loyalty
137,39,Male,Blouse,Clothing,86,South Carolina,M,White,Winter,3.3,Yes,Free Shipping,Yes,4,Debit Card,Quarterly,2,0.825,0.061224489795918366,0.44311224489795914,Mid Value,0.25,0.1556122448979592,0.12448979591836735,2,Unsatisfied,Low Loyalty
138,68,Male,Sneakers,Footwear,43,Colorado,M,Turquoise,Spring,4.7,Yes,Free Shipping,Yes,38,PayPal,Weekly,5,0.2875,0.7551020408163265,0.5213010204081632,Mid Value,1.0,0.8775510204081632,0.7020408163265306,2,Satisfied,High Loyalty
139,68,Male,Skirt,Clothing,29,Georgia,M,Maroon,Winter,4.4,Yes,Store Pickup,Yes,42,Bank Transfer,Weekly,5,0.1125,0.8367346938775511,0.47461734693877555,Mid Value,1.0,0.9183673469387755,0.7346938775510204,2,Satisfied,High Loyalty
140,49,Male,Coat,Outerwear,95,Florida,M,White,Fall,3.8,Yes,Store Pickup,Yes,30,Venmo,Annually,1,0.9375,0.5918367346938775,0.7646683673469388,High Value,0.0,0.29591836734693877,0.23673469387755103,2,Unsatisfied,Low Loyalty
141,63,Male,Shirt,Clothing,28,North Carolina,L,Yellow,Fall,3.9,Yes,2-Day Shipping,Yes,50,Credit Card,Weekly,5,0.1,1.0,0.55,Mid Value,1.0,1.0,0.8,2,Satisfied,High Loyalty
142,56,Male,Gloves,Accessories,46,Virginia,M,Turquoise,Fall,4.9,Yes,Free Shipping,Yes,45,PayPal,Weekly,5,0.325,0.8979591836734694,0.6114795918367347,Mid Value,1.0,0.9489795918367347,0.7591836734693879,2,Satisfied,High Loyalty
143,37,Male,Jacket,Outerwear,58,Nebraska,L,Violet,Fall,3.1,Yes,Free Shipping,Yes,33,Credit Card,Fortnightly,4,0.475,0.6530612244897959,0.5640306122448979,Mid Value,0.75,0.7015306122448979,0.5612244897959183,2,Unsatisfied,Mid Loyalty
144,30,Male,Coat,Outerwear,48,Missouri,M,Beige,Fall,2.7,Yes,Store Pickup,Yes,25,PayPal,Quarterly,2,0.35,0.4897959183673469,0.41989795918367345,Mid Value,0.25,0.36989795918367346,0.29591836734693877,2,Unsatisfied,Low Loyalty
145,19,Male,Shoes,Footwear,43,New Jersey,M,Silver,Fall,3.2,Yes,Express,Yes,25,Cash,Monthly,3,0.2875,0.4897959183673469,0.38864795918367345,Mid Value,0.5,0.49489795918367346,0.3959183673469388,2,Unsatisfied,Mid Loyalty
146,24,Male,Jewelry,Accessories,95,Missouri,M,Teal,Fall,4.5,Yes,Standard,Yes,44,Debit Card,Quarterly,2,0.9375,0.8775510204081632,0.9075255102040816,High Value,0.25,0.5637755102040816,0.4510204081632653,2,Satisfied,Mid Loyalty
147,52,Male,Skirt,Clothing,30,Colorado,S,Black,Fall,4.0,Yes,Standard,Yes,21,Venmo,Fortnightly,4,0.125,0.40816326530612246,0.26658163265306123,Low Value,0.75,0.5790816326530612,0.463265306122449,2,Satisfied,Mid Loyalty
148,63,Male,Shoes,Footwear,64,Idaho,M,Purple,Summer,3.5,Yes,2-Day Shipping,Yes,31,Bank Transfer,Fortnightly,4,0.55,0.6122448979591837,0.5811224489795919,Mid Value,0.75,0.6811224489795918,0.5448979591836735,2,Unsatisfied,Mid Loyalty
149,37,Male,Gloves,Accessories,90,Wyoming,M,Gray,Fall,2.6,Yes,Store Pickup,Yes,47,Debit Card,Annually,1,0.875,0.9387755102040817,0.9068877551020409,High Value,0.0,0.46938775510204084,0.3755102040816327,2,Unsatisfied,Mid Loyalty
150,38,Male,Pants,Clothing,76,Delaware,M,White,Summer,3.2,Yes,Free Shipping,Yes,14,PayPal,Monthly,3,0.7,0.2653061224489796,0.4826530612244898,Mid Value,0.5,0.38265306122448983,0.3061224489795919,2,Unsatisfied,Low Loyalty
151,35,Male,Boots,Footwear,96,California,L,Cyan,Fall,4.9,Yes,Standard,Yes,17,Debit Card,Quarterly,2,0.95,0.32653061224489793,0.6382653061224489,Mid Value,0.25,0.28826530612244894,0.23061224489795917,2,Satisfied,Low Loyalty
152,28,Male,Sunglasses,Accessories,47,North Dakota,L,Turquoise,Fall,4.5,Yes,Next Day Air,Yes,3,Venmo,Annually,1,0.3375,0.04081632653061224,0.18915816326530613,Low Value,0.0,0.02040816326530612,0.016326530612244896,2,Satisfied,Low Loyalty
153,30,Male,Shirt,Clothing,85,South Carolina,S,Brown,Summer,4.3,Yes,Express,Yes,42,Venmo,Annually,1,0.8125,0.8367346938775511,0.8246173469387755,High Value,0.0,0.41836734693877553,0.3346938775510204,2,Satisfied,Mid Loyalty
154,69,Male,Hoodie,Clothing,55,North Carolina,M,Maroon,Winter,3.2,Yes,Standard,Yes,22,Debit Card,Annually,1,0.4375,0.42857142857142855,0.4330357142857143,Mid Value,0.0,0.21428571428571427,0.17142857142857143,2,Unsatisfied,Low Loyalty
155,41,Male,Dress,Clothing,98,Oklahoma,M,Charcoal,Fall,3.6,Yes,Next Day Air,Yes,21,Venmo,Quarterly,2,0.975,0.40816326530612246,0.6915816326530613,High Value,0.25,0.32908163265306123,0.26326530612244897,2,Unsatisfied,Low Loyalty
156,63,Male,Socks,Clothing,77,Maine,S,Olive,Spring,4.3,Yes,Free Shipping,Yes,21,Bank Transfer,Quarterly,2,0.7125,0.40816326530612246,0.5603316326530612,Mid Value,0.25,0.32908163265306123,0.26326530612244897,2,Satisfied,Low Loyalty
157,35,Male,Shorts,Clothing,26,Missouri,M,Lavender,Fall,4.0,Yes,Standard,Yes,40,Debit Card,Annually,1,0.075,0.7959183673469388,0.43545918367346936,Mid Value,0.0,0.3979591836734694,0.31836734693877555,2,Satisfied,Low Loyalty
158,36,Male,Hat,Accessories,68,Vermont,S,Yellow,Fall,3.0,Yes,Next Day Air,Yes,1,Bank Transfer,Fortnightly,4,0.6,0.0,0.3,Low Value,0.75,0.375,0.30000000000000004,2,Unsatisfied,Low Loyalty
159,25,Male,Shirt,Clothing,73,Connecticut,XL,Teal,Fall,4.1,Yes,Standard,Yes,50,Bank Transfer,Monthly,3,0.6625,1.0,0.83125,High Value,0.5,0.75,0.6000000000000001,2,Satisfied,Mid Loyalty
160,58,Male,Gloves,Accessories,27,New Hampshire,M,Charcoal,Fall,3.8,Yes,Store Pickup,Yes,39,Bank Transfer,Quarterly,2,0.0875,0.7755102040816326,0.4315051020408163,Mid Value,0.25,0.5127551020408163,0.4102040816326531,2,Unsatisfied,Mid Loyalty
161,27,Male,Gloves,Accessories,23,Texas,M,Orange,Summer,4.6,Yes,Free Shipping,Yes,34,Venmo,Monthly,3,0.0375,0.673469387755102,0.355484693877551,Mid Value,0.5,0.5867346938775511,0.4693877551020409,2,Satisfied,Mid Loyalty
162,65,Male,Backpack,Accessories,49,North Dakota,M,Olive,Fall,3.0,Yes,Express,Yes,29,Venmo,Fortnightly,4,0.3625,0.5714285714285714,0.4669642857142857,Mid Value,0.75,0.6607142857142857,0.5285714285714286,2,Unsatisfied,Mid Loyalty
163,54,Male,Sunglasses,Accessories,74,California,M,Turquoise,Summer,3.0,Yes,Store Pickup,Yes,31,PayPal,Fortnightly,4,0.675,0.6122448979591837,0.6436224489795919,Mid Value,0.75,0.6811224489795918,0.5448979591836735,2,Unsatisfied,Mid Loyalty
164,54,Male,Skirt,Clothing,67,Virginia,M,Purple,Summer,3.4,Yes,Standard,Yes,8,Debit Card,Weekly,5,0.5875,0.14285714285714285,0.36517857142857146,Mid Value,1.0,0.5714285714285714,0.45714285714285713,2,Unsatisfied,Mid Loyalty
165,59,Male,Handbag,Accessories,65,Delaware,S,Purple,Spring,2.6,Yes,Free Shipping,Yes,5,Credit Card,Fortnightly,4,0.5625,0.08163265306122448,0.32206632653061223,Low Value,0.75,0.41581632653061223,0.3326530612244898,2,Unsatisfied,Low Loyalty
166,42,Male,Handbag,Accessories,60,Kentucky,S,Yellow,Winter,2.8,Yes,Store Pickup,Yes,7,Cash,Monthly,3,0.5,0.12244897959183673,0.3112244897959184,Low Value,0.5,0.3112244897959184,0.2489795918367347,2,Unsatisfied,Low Loyalty
167,46,Male,Sneakers,Footwear,31,Delaware,XL,Indigo,Fall,4.0,Yes,Store Pickup,Yes,30,Cash,Monthly,3,0.1375,0.5918367346938775,0.36466836734693875,Mid Value,0.5,0.5459183673469388,0.43673469387755104,2,Satisfied,Mid Loyalty
168,33,Male,Gloves,Accessories,27,Arkansas,M,Green,Fall,4.0,Yes,Express,Yes,14,Credit Card,Quarterly,2,0.0875,0.2653061224489796,0.1764030612244898,Low Value,0.25,0.25765306122448983,0.20612244897959187,2,Satisfied,Low Loyalty
169,34,Male,Shoes,Footwear,80,Louisiana,M,Magenta,Summer,3.0,Yes,Express,Yes,5,Cash,Fortnightly,4,0.75,0.08163265306122448,0.41581632653061223,Mid Value,0.75,0.41581632653061223,0.3326530612244898,2,Unsatisfied,Low Loyalty
170,27,Male,Jacket,Outerwear,30,Nevada,S,Gold,Summer,3.3,Yes,Standard,Yes,3,PayPal,Quarterly,2,0.125,0.04081632653061224,0.08290816326530612,Low Value,0.25,0.14540816326530612,0.1163265306122449,2,Unsatisfied,Low Loyalty
171,52,Male,Shirt,Clothing,25,Wyoming,M,Maroon,Fall,2.6,Yes,Store Pickup,Yes,46,Venmo,Fortnightly,4,0.0625,0.9183673469387755,0.49043367346938777,Mid Value,0.75,0.8341836734693877,0.6673469387755102,2,Unsatisfied,High Loyalty
172,29,Male,Shorts,Clothing,35,Virginia,M,Blue,Summer,3.6,Yes,Store Pickup,Yes,4,Credit Card,Weekly,5,0.1875,0.061224489795918366,0.12436224489795919,Low Value,1.0,0.5306122448979592,0.4244897959183674,2,Unsatisfied,Mid Loyalty
173,54,Male,Jewelry,Accessories,67,Nebraska,M,Violet,Summer,3.9,Yes,Next Day Air,Yes,42,Credit Card,Fortnightly,4,0.5875,0.8367346938775511,0.7121173469387756,High Value,0.75,0.7933673469387755,0.6346938775510205,2,Satisfied,Mid Loyalty
174,25,Male,Hat,Accessories,46,Hawaii,M,Turquoise,Fall,3.4,Yes,Standard,Yes,30,Cash,Annually,1,0.325,0.5918367346938775,0.45841836734693875,Mid Value,0.0,0.29591836734693877,0.23673469387755103,2,Unsatisfied,Low Loyalty
175,41,Male,Shoes,Footwear,35,Vermont,L,Brown,Winter,3.5,Yes,Express,Yes,37,Venmo,Annually,1,0.1875,0.7346938775510204,0.4610969387755102,Mid Value,0.0,0.3673469387755102,0.2938775510204082,2,Unsatisfied,Low Loyalty
176,53,Male,Coat,Outerwear,86,Oklahoma,L,Violet,Fall,2.8,Yes,Next Day Air,Yes,2,Bank Transfer,Annually,1,0.825,0.02040816326530612,0.42270408163265305,Mid Value,0.0,0.01020408163265306,0.008163265306122448,2,Unsatisfied,Low Loyalty
177,53,Male,Backpack,Accessories,81,New Hampshire,L,Black,Spring,2.7,Yes,Next Day Air,Yes,30,Credit Card,Quarterly,2,0.7625,0.5918367346938775,0.6771683673469387,High Value,0.25,0.42091836734693877,0.33673469387755106,2,Unsatisfied,Mid Loyalty
178,21,Male,Hoodie,Clothing,42,Kansas,L,Magenta,Fall,3.7,Yes,Next Day Air,Yes,47,Bank Transfer,Monthly,3,0.275,0.9387755102040817,0.6068877551020408,Mid Value,0.5,0.7193877551020409,0.5755102040816328,2,Unsatisfied,Mid Loyalty
179,61,Male,Skirt,Clothing,43,Idaho,L,Lavender,Fall,4.3,Yes,2-Day Shipping,Yes,21,PayPal,Quarterly,2,0.2875,0.40816326530612246,0.3478316326530612,Mid Value,0.25,0.32908163265306123,0.26326530612244897,2,Satisfied,Low Loyalty
180,64,Male,Boots,Footwear,31,Illinois,M,Violet,Fall,4.9,Yes,Store Pickup,Yes,9,Bank Transfer,Fortnightly,4,0.1375,0.16326530612244897,0.1503826530612245,Low Value,0.75,0.45663265306122447,0.3653061224489796,2,Satisfied,Mid Loyalty
181,51,Male,Sandals,Footwear,81,South Dakota,L,Green,Fall,3.3,Yes,Store Pickup,Yes,12,Debit Card,Fortnightly,4,0.7625,0.22448979591836735,0.49349489795918366,Mid Value,0.75,0.4872448979591837,0.38979591836734695,2,Unsatisfied,Mid Loyalty
182,32,Male,Pants,Clothing,61,Massachusetts,M,Beige,Summer,4.7,Yes,Next Day Air,Yes,4,Bank Transfer,Weekly,5,0.5125,0.061224489795918366,0.28686224489795914,Low Value,1.0,0.5306122448979592,0.4244897959183674,2,Satisfied,Mid Loyalty
183,38,Male,Gloves,Accessories,96,Alabama,XL,Purple,Summer,2.8,Yes,Store Pickup,Yes,10,Debit Card,Annually,1,0.95,0.1836734693877551,0.5668367346938775,Mid Value,0.0,0.09183673469387756,0.07346938775510205,2,Unsatisfied,Low Loyalty
184,58,Male,Skirt,Clothing,29,Ohio,XL,Beige,Spring,3.6,Yes,2-Day Shipping,Yes,26,Credit Card,Weekly,5,0.1125,0.5102040816326531,0.31135204081632656,Low Value,1.0,0.7551020408163265,0.6040816326530613,2,Unsatisfied,Mid Loyalty
185,32,Male,Sneakers,Footwear,33,Hawaii,L,Cyan,Spring,3.0,Yes,Express,Yes,40,Cash,Fortnightly,4,0.1625,0.7959183673469388,0.4792091836734694,Mid Value,0.75,0.7729591836734694,0.6183673469387756,2,Unsatisfied,Mid Loyalty
186,46,Male,T-shirt,Clothing,32,Wisconsin,XL,Silver,Summer,4.5,Yes,Store Pickup,Yes,34,Bank Transfer,Fortnightly,4,0.15,0.673469387755102,0.411734693877551,Mid Value,0.75,0.7117346938775511,0.5693877551020409,2,Satisfied,Mid Loyalty
187,39,Male,Backpack,Accessories,56,Minnesota,S,Lavender,Summer,2.9,Yes,Standard,Yes,31,Debit Card,Annually,1,0.45,0.6122448979591837,0.5311224489795918,Mid Value,0.0,0.30612244897959184,0.2448979591836735,2,Unsatisfied,Low Loyalty
188,19,Male,Shoes,Footwear,94,Georgia,S,Purple,Spring,3.3,Yes,Store Pickup,Yes,1,Bank Transfer,Fortnightly,4,0.925,0.0,0.4625,Mid Value,0.75,0.375,0.30000000000000004,2,Unsatisfied,Low Loyalty
189,50,Male,Hoodie,Clothing,53,Arkansas,M,Pink,Spring,3.1,Yes,Express,Yes,5,Bank Transfer,Fortnightly,4,0.4125,0.08163265306122448,0.24706632653061222,Low Value,0.75,0.41581632653061223,0.3326530612244898,2,Unsatisfied,Low Loyalty
190,36,Male,Blouse,Clothing,82,West Virginia,M,Maroon,Fall,4.4,Yes,Next Day Air,Yes,4,Credit Card,Weekly,5,0.775,0.061224489795918366,0.4181122448979592,Mid Value,1.0,0.5306122448979592,0.4244897959183674,2,Satisfied,Mid Loyalty
191,65,Male,Coat,Outerwear,70,Indiana,XL,Beige,Fall,3.0,Yes,Free Shipping,Yes,48,Venmo,Quarterly,2,0.625,0.9591836734693877,0.7920918367346939,High Value,0.25,0.6045918367346939,0.48367346938775513,2,Unsatisfied,Mid Loyalty
192,64,Male,Hat,Accessories,76,Utah,M,Gray,Fall,3.9,Yes,Free Shipping,Yes,29,Cash,Quarterly,2,0.7,0.5714285714285714,0.6357142857142857,Mid Value,0.25,0.4107142857142857,0.32857142857142857,2,Satisfied,Low Loyalty
193,46,Male,Shoes,Footwear,29,Nebraska,L,Turquoise,Summer,2.9,Yes,Express,Yes,12,PayPal,Fortnightly,4,0.1125,0.22448979591836735,0.16849489795918368,Low Value,0.75,0.4872448979591837,0.38979591836734695,2,Unsatisfied,Mid Loyalty
194,36,Male,Belt,Accessories,100,North Dakota,S,Silver,Fall,3.0,Yes,Standard,Yes,29,Venmo,Annually,1,1.0,0.5714285714285714,0.7857142857142857,High Value,0.0,0.2857142857142857,0.22857142857142856,2,Unsatisfied,Low Loyalty
195,51,Male,Backpack,Accessories,94,Missouri,M,Olive,Spring,3.1,Yes,Express,Yes,15,Debit Card,Quarterly,2,0.925,0.2857142857142857,0.6053571428571429,Mid Value,0.25,0.26785714285714285,0.2142857142857143,2,Unsatisfied,Low Loyalty
196,51,Male,Jacket,Outerwear,25,New York,M,Magenta,Fall,4.3,Yes,Free Shipping,Yes,34,Credit Card,Monthly,3,0.0625,0.673469387755102,0.367984693877551,Mid Value,0.5,0.5867346938775511,0.4693877551020409,2,Satisfied,Mid Loyalty
197,38,Male,Boots,Footwear,88,Washington,M,Lavender,Summer,3.9,Yes,Next Day Air,Yes,41,Credit Card,Fortnightly,4,0.85,0.8163265306122449,0.8331632653061225,High Value,0.75,0.7831632653061225,0.626530612244898,2,Satisfied,Mid Loyalty
198,59,Male,Scarf,Accessories,78,South Carolina,M,Black,Fall,3.2,Yes,2-Day Shipping,Yes,41,Credit Card,Monthly,3,0.725,0.8163265306122449,0.7706632653061225,High Value,0.5,0.6581632653061225,0.5265306122448979,2,Unsatisfied,Mid Loyalty
